"TeamID","TeamCode","TeamName","LongName","DivID","TeamStatus","TeamDesc","StatWins","StatLosses","StatTies","StatWinsPerc","StatPlayed","StatGamesBack","StatPtsScored","StatPtsAllowed","StatPtsJoint","StatPtsPerc","StatDivWins","StatDivLosses","StatDivTies","StatDivWinsPerc","StatDivPlayed","StatDivGamesBack","StatDivPtsScored","StatDivPtsAllowed","StatDivPtsJoint","StatDivPtsPerc","DateCreated","DateApproved","DateUpdated","ByCreated","ByUpdated","ByApproved","IsDescActive","IsApproved","IsPublic","IsActive","TeamContact","TeamEmail"
11,"D141781B-8A80-444A-86B1-62F882BC4E48","Chargers","Boxers/Dish Chargers",3,"C","The Dish returns this year for its second season as the Chargers. The team’s core players remain the same and, with the addition of several new, talented ballplayers, the Dish expects to be on top of the Fitzpatrick Division once again.",4,14,0,0.222,18,10,120,238,,,,,,,,0,,,,,,,,,,,"1","1","1","1",,
12,"6D4EEDF1-F104-483A-BB65-2925542FB8FE","Rookies","Gym Rookies",3,"C","Formed in 1997 from a group of new recruits, the tight-knit Rookies team has kept its name and its high spirits through its many years in the league. Year-round happy hours have become a team staple.",5,13,0,0.278,18,9,144,262,,,,,,,,0,,,,,,,,,,,"1","1","1","1",,
13,"C572CDD1-1002-4E6B-93CA-3EF16ABCF51C","Renegades","The Renegades",3,"C","<p>Sponsor: NoWhere Bar, 322 E. 14 St. (east of Second Ave.), Manhattan Fun East Village bar that is friendly and comfortable for everyone. Pool table, great jukebox. Happy hour 2-for-1 domestics and wells 3-9 p.m. daily, plus drink specials 10 p.m.-4 a.m. A great lineup of DJs all week long. Macho Mondays: &ldquo;Magic Touch&rdquo; hot Hispanic jockstrap boyz; Tuesday night &ldquo;My Buddy&rdquo;; Wed: &ldquo;Lush&rdquo;; Thursday: &ldquo;Sound Bites&rdquo;; Saturday: &ldquo;Numbers&rdquo;; check for other theme night and events; and Sunday: Free Pool and Pizza while drinking, 3 p.m-3 a.m.</p>",13,5,0,0.722,18,1,186,132,,,,,,,,0,,,,,,,"2010-04-26 12:00:00",,1,,"1","1","1","1",,
14,"A1AC7209-7E2D-45A3-8AFB-61764D26E732","Demons","Posh Demons",3,"C","Returning to the Fitzpatrick Division for their sophomore year, the Demons return from their freshman triumph as division playoff champions and a second place finish for the regular season. Under new managers, the team is still determined to have fun on and off the field, take in a few tourneys and keep supporting their sponsors!",14,4,0,0.778,18,0,198,95,,,,,,,,0,,,,,,,,,,,"1","1","1","1",,
15,"2465A307-75A5-42CC-93C7-7EDEA3C3019D","Saints","Posh Saints",3,"C","In 2009, the Saints plan on being more competitive while remaining a fun-loving team, both on and off the field. The Saints but they are coming back healthy and hungry. Thanks to some key acquisitions, the Saints will be a formidable opponent for any team in the Fitzpatrick Division. Their continued sponsorship from Chiro Clinix, Posh and Philip Marie will enable them to dazzle the competition with their fantastic uniforms and flashy play on and off the field.",,,,,,,,,,,,,,,,,,,,,,,,,,,"1","1","1","0",,
16,"FD33998F-BCCA-4C74-9161-3BF4063762B3","Noreasters","BareNecessities Noreasters",4,"C","Backed by the best underwear and lingerie store (BareNecessities.com) and the best Mexican restaurant (Arriba, Arriba), the Noreasters are poised to make a comeback this year. New recruits, along with returning stars, will make this season a memorable one for the Noreasters. Watch what happens!",15,6,0,0.714,21,1,256,137,,,,,,,,0,,,,,,,,,,,"1","1","1","1",,
17,"1A93D152-CA1A-4DFF-9EA5-5109467B8DB6","Diablitos","The Diablitos",3,"C","<p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p><p>The Diablitos (in translation, &ldquo;Lil Devils&rdquo;) are 2005 and 2008 returning champions. With their devilish charm, charasmatic ways and great players, they have bad-news-bears kinda games (mostly wins). Other teams toss and turn at night dreaming of one day beating them, while others dream of being them. The Diablitos are a great ball club. They look out for each other on and off the field. So come watch and/or join in the fun for the upcoming season: &ldquo;Diablito Style.&rdquo; Ya-hearrrddd!</p>
<p>All teams are welcome to visit our sponsor restaurant El Nuevo Caridad, located on the corner of 116th Street and 2nd Avenue in Manhattan any time (before or after games at Randall's Island is the most convienent).&nbsp; They are a Sports Themed Spanish Restaurant serving food and drinks daily.&nbsp; If you would like to go as a team you can call Louie at 212-860-8187 to let him know how many in your party and what time you would like to go.&nbsp; A section will be set up for you.&nbsp; Mention that you play with the BASL/Diablitos. <br />
&nbsp;<br />
In addition, the Diablitos will be there on May 22nd (time to be determined), June 5th (around 12:30), July 10th (around 5 pm) and July 17th (time to be determined).&nbsp; All teams are welcome to join us.&nbsp; If interested, please call Brenda at 917-497-4401 to arrange the details.</p>",10,7,1,0.556,18,3.5,181,151,,,,,,,,0,,,,,,,"2010-05-03 09:30:00",,78,,"1","1","1","1",,
18,"13DED475-5C29-48D3-BD9D-03C45ABB593E","Fusion","Fusion",3,"C","“The merging of elements into a union....” Fusion Version 4.0 is here! The competitive spirit returns as the team embraces 2009 with a whole new strategy, some familiar faces, awesome new recruits and a dire thirst for, well, victory and beer! They came together out of friendship, they play together out of love!",9,8,1,0.5,18,4.5,213,173,,,,,,,,0,,,,,,,,,,,"1","1","1","1",,
19,"B04F959F-A619-4340-8CCC-A2845931F38D","Firebirds","Gym Firebirds",4,"C","Rich in history and tradition, the Firebirds (formerly the Falcons) have had an influx of new blood adding to the color of this “veteran team.” The team is very proud to be part of the Gym Bar family.",4,16,1,0.19,21,11.5,167,246,,,,,,,,0,,,,,,,,,,,"1","1","1","1",,
20,"D0667FD1-5582-46ED-BFD8-400EAB7FF28D","Ballbreakers","Ty's Ballbreakers",4,"C","Ty’s Ballbreakers are back for their third year in the Rainbow Division after two years in Fitzpatrick. They are a great group of ballplayers who love to have fun while playing ball. Visit their sponsor bar Ty’s, where the Ballbreakers will have parties and 50/50 raffles throughout the summer to help send the team to a tournament over the Labor Day weekend.",16,5,0,0.762,21,0,257,115,,,,,,,,0,,,,,,,,,,,"1","1","1","1",,
21,"1EE61A9F-9AAC-447D-B985-D64EC23A56A1","Empires","Kettle Empires",4,"C","<p>Movin' on up from the Pride Division, the Empires are back for their first year in Rainbow. Win or lose, this drinking team with a softball problem is notorious for having fun (maybe a little too much fun) both on and off the field. With a great mix of veterans, newbies, guys and gals, this group will definitely put you in an &quot;Empire State of Mind.&quot;</p>",3,17,1,0.143,21,12.5,162,323,,,,,,,,0,,,,,,,"2010-05-10 11:00:00",,78,,"1","1","1","1",,
22,"FB8D2612-CDCB-4B84-B027-454E4091E5CB","Mudcats","The Mudcats",4,"C","The Mudcats are back for their sixth season and are ready to start partying (and playing) hard! The fun-loving team has many familiar faces, as well as some new (equally attractive) recruits, to spice things up.",5,16,0,0.238,21,11,138,260,,,,,,,,0,,,,,,,,,,,"1","1","1","1",,
23,"654D47BD-27F3-4A47-BC92-44FEA2BCD94A","Rodeo","Rodeo",4,"C","We are a second year team in the BASL.  In 2009, our first year, we successfully took second place in the Playoffs which was an unheralded accomplishment for such a new group of players.  Again this year, we will feature some “seasoned” players and a large group of new players, each of whom will bring a unique set of skills and personal characteristics to the team. We have developed into a fun group of guys who have two bars to choose from for after-game discussions and meetings. Although we are still considered a new team, our rivals now know they must get past the Rodeo if they expect to get to first place or the division championship.",16,5,0,0.762,21,0,274,180,,,,,,,,0,,,,,,,,,,,"1","1","1","1",,
24,"216CCF1F-D4D6-473B-94C3-9E613064C386","Sirens","Sirens",4,"C","Put out the fire, the Sirens are back for another season of softball. The playoff performance of last season was only the start of great things to come for the team in 2009. With returning stars and fabulous new recruits, the Sirens are poised to win, have fun and play with Pride!",16,5,0,0.762,21,0,243,186,,,,,,,,0,,,,,,,,,,,"1","1","1","1",,
25,"33501301-94EA-457A-967C-CEB96F01354F","Spitfire","Spitfire",4,"C","Spitfire is entering it’s fourth season in BASL, moving on up to Rainbow. Do we get a trophy for being in 3 divisions in 4 years......ha ha ha. We will either go bust, continue the success of 2009, or better yet claim victory in our new division. Time will tell. In the mean time, we will be getting drunk, chillin before the game, after the game, in between innings.... oops, did I say that out loud?!?! YUP lol",8,13,0,0.381,21,8,179,229,,,,,,,,0,,,,,,,,,,,"1","1","1","1",,
26,"4F7AC9B1-9562-4F7C-B357-A18D09E896B1","Grizzlies","Chelsea Brewing Grizzlies",6,"C","<p>The Avengers return for a fourth year in the Sachs Division, rebranded as the GRIZZLIES. Returning vets welcome some new young blood to become a force to be reckoned with. The Grizzlies look forward to good times and fun play. Three UP... Three Down!! Join the team for drinks on the Hudson River at their new sponsor bar, Chelsea Brewery..</p>",9,9,2,0.45,20,10,183,216,,,,,,,,0,,,,,,,"2010-04-25 15:46:00",,1,,"1","1","1","1",,
27,"C2BB084E-85C6-4EDC-92C6-6BFC510112EE","gatorz","gatorz",6,"C","The gatorz are back and raring to go for their fifth consecutive season.  Coming off of their strong, record-winning season, this fiercely competitive bunch are determined to defend their championship title!  Veteran players return to the 2010 team, along with a select slate of fresh new rookies.  On and off the field, the team is full of skill, energy and personality.  The gatorz are all about having a really good time!",20,0,0,1,20,0,266,84,,,,,,,,0,,,,,,,,,,,"1","1","1","1",,
28,"4DF874A9-B97E-4FCA-A6C7-E6CF49E37AA2","Hellcats","The Hellcats",6,"C","<p>The Hellcats are on the prowl!&nbsp; We are a team made up of new friends and old, ready for fun on and off the field.&nbsp; We had a strong showing in 2010-and are ready to kick butt and takes names in 2011!&nbsp; Sachs division better watch out!</p>",5,13,2,0.25,20,14,91,200,,,,,,,,0,,,,,,,"2010-10-14 15:33:00",,78,,"1","1","1","1",,
29,"46149129-668D-4C37-BC6B-C45493437282","Jesters","Jesters",6,"C","The Jesters are new team in the league for 2009.",7,13,0,0.35,20,13,136,177,,,,,,,,0,,,,,,,,,,,"1","1","1","1",,
30,"4943A472-4594-4EFE-A785-73681B56868C","Comets","Philip Marie Comets",6,"C","The Comets, formed in 2005, are back for another season of exciting softball and some friendly competition. Consisting of a diverse group of men and women, the original Comets look forward to showing its newbies how to have fun both on and off the field.",14,6,0,0.7,20,6,223,113,,,,,,,,0,,,,,,,,,,,"1","1","1","1",,
